idiom,repo,html,class,met,lineno,non-pythonic,pythonic,operation-lag,detection-correct,refactor-correct
for-else,slither,https://github.com/crytic/slither/tree/master/slither/detectors/attributes/unimplemented_interface.py,MissingInheritance,detect_unimplemented_interface$45,81,"intended_interface_is_subset_parent = False
for parent in contract.inheritance:
    sigs_parent = {f.full_name for f in parent.functions_entry_points}
    if sigs_interface.issubset(sigs_parent):
        intended_interface_is_subset_parent = True
        break
if not intended_interface_is_subset_parent:
    intended_interface_is_subset_intended = False
    for intended_interface in intended_interfaces:
        sigs_intended_interface = {f.full_name for f in intended_interface.functions_entry_points}
        if sigs_interface.issubset(sigs_intended_interface) or interface in intended_interface.inheritance:
            intended_interface_is_subset_intended = True
            break
        if sigs_intended_interface.issubset(sigs_interface) or intended_interface in interface.inheritance:
            intended_interfaces.remove(intended_interface)
    if not intended_interface_is_subset_intended:
        intended_interfaces.append(interface)","for parent in contract.inheritance:
    sigs_parent = {f.full_name for f in parent.functions_entry_points}
    if sigs_interface.issubset(sigs_parent):
        break
else:
    intended_interface_is_subset_intended = False
    for intended_interface in intended_interfaces:
        sigs_intended_interface = {f.full_name for f in intended_interface.functions_entry_points}
        if sigs_interface.issubset(sigs_intended_interface) or interface in intended_interface.inheritance:
            intended_interface_is_subset_intended = True
            break
        if sigs_intended_interface.issubset(sigs_interface) or intended_interface in interface.inheritance:
            intended_interfaces.remove(intended_interface)
    if not intended_interface_is_subset_intended:
        intended_interfaces.append(interface)",1,1,1
for-else,docassemble,https://github.com/jhpyle/docassemble/tree/master/docassemble_base/docassemble/base/parse.py,Interview,askfor$8044,8237,"success = False
for keyvalue in question.objects:
    for (variable, object_type_name) in keyvalue.items():
        if variable != missing_var:
            continue
        was_defined = False
        try:
            exec('__oldvariable__ = ' + str(missing_var), user_dict)
            old_variable = user_dict['__oldvariable__']
            exec('del ' + str(missing_var), user_dict)
            was_defined = True
        except:
            pass
        user_dict['__object_type'] = eval(object_type_name, user_dict)
        if re.search('\\.', variable):
            m = re.search('(.*)\\.(.*)', variable)
            variable = m.group(1)
            attribute = m.group(2)
            command = variable + '.initializeAttribute(' + repr(attribute) + ', __object_type)'
            exec(command, user_dict)
        else:
            if user_dict['__object_type'].__class__.__name__ == 'DAObjectPlusParameters':
                command = variable + ' = __object_type.object_type(' + repr(variable) + ', **__object_type.parameters)'
            else:
                command = variable + ' = __object_type(' + repr(variable) + ')'
            exec(command, user_dict)
        if '__object_type' in user_dict:
            del user_dict['__object_type']
        if missing_var in variable_stack:
            variable_stack.remove(missing_var)
        try:
            eval(missing_var, user_dict)
            success = True
            break
        except:
            if was_defined:
                try:
                    exec(str(missing_var) + ' = __oldvariable__', user_dict)
                    exec('del __oldvariable__', user_dict)
                except:
                    pass
            continue
    if success:
        break
if not success:
    continue","for keyvalue in question.objects:
    for (variable, object_type_name) in keyvalue.items():
        if variable != missing_var:
            continue
        was_defined = False
        try:
            exec('__oldvariable__ = ' + str(missing_var), user_dict)
            old_variable = user_dict['__oldvariable__']
            exec('del ' + str(missing_var), user_dict)
            was_defined = True
        except:
            pass
        user_dict['__object_type'] = eval(object_type_name, user_dict)
        if re.search('\\.', variable):
            m = re.search('(.*)\\.(.*)', variable)
            variable = m.group(1)
            attribute = m.group(2)
            command = variable + '.initializeAttribute(' + repr(attribute) + ', __object_type)'
            exec(command, user_dict)
        else:
            if user_dict['__object_type'].__class__.__name__ == 'DAObjectPlusParameters':
                command = variable + ' = __object_type.object_type(' + repr(variable) + ', **__object_type.parameters)'
            else:
                command = variable + ' = __object_type(' + repr(variable) + ')'
            exec(command, user_dict)
        if '__object_type' in user_dict:
            del user_dict['__object_type']
        if missing_var in variable_stack:
            variable_stack.remove(missing_var)
        try:
            eval(missing_var, user_dict)
            success = True
            break
        except:
            if was_defined:
                try:
                    exec(str(missing_var) + ' = __oldvariable__', user_dict)
                    exec('del __oldvariable__', user_dict)
                except:
                    pass
            continue
    if success:
        break
else:
    continue",0,1,1
for-else,ihatemoney,https://github.com/spiral-project/ihatemoney/tree/master/ihatemoney/web.py,,import_project$455,511,"same = False
for p in project_bills:
    if same_bill(p, j):
        same = True
        break
if not same:
    bill_to_add.append(j)","for p in project_bills:
    if same_bill(p, j):
        break
else:
    bill_to_add.append(j)",1,1,1
for-else,tree-gen,https://github.com/friggog/tree-gen/tree/master/parametric/gen.py,Tree,points_for_floor_split$193,214,"point_m_ok = True
for point in array:
    if (point[0] - pos).magnitude < rad:
        point_m_ok = False
        break
if point_m_ok:
    point_ok = True
    array.append((pos, theta))","for point in array:
    if (point[0] - pos).magnitude < rad:
        break
else:
    point_ok = True
    array.append((pos, theta))",1,1,1
for-else,lingvo,https://github.com/tensorflow/lingvo/tree/master/lingvo/core/ops/mass_op_test.py,,FindResultFromList$36,54,"match = True
for attr in MassOutput._fields:
    if not np.array_equal(getattr(result, attr), getattr(expected, attr)):
        match = False
        break
if match:
    return idx","for attr in MassOutput._fields:
    if not np.array_equal(getattr(result, attr), getattr(expected, attr)):
        break
else:
    return idx",1,1,1
for-else,sslyze,https://github.com/iSECPartners/sslyze/tree/master/sslyze/mozilla_tls_profile/mozilla_config_checker.py,,_check_certificates$276,344,"found_sig_algorithm = False
for sig_algorithm in mozilla_config.certificate_signatures:
    if sig_algorithm in deployed_signature_algorithms:
        found_sig_algorithm = True
        break
if not found_sig_algorithm:
    issues_with_certificates['certificate_signatures'] = f'Deployed certificate signatures are {deployed_signature_algorithms}, should have at least one of {mozilla_config.certificate_signatures}.'","for sig_algorithm in mozilla_config.certificate_signatures:
    if sig_algorithm in deployed_signature_algorithms:
        break
else:
    issues_with_certificates['certificate_signatures'] = f'Deployed certificate signatures are {deployed_signature_algorithms}, should have at least one of {mozilla_config.certificate_signatures}.'",1,1,1
for-else,rockstor-core,https://github.com/rockstor/rockstor-core/tree/master/src/rockstor/system/pinmanager.py,,reset_password$29,35,"pass_change_enabled = True
for (pin_index, pin_value) in pinlist.items():
    pin_value_md5 = md5(pin_value).hexdigest()
    if not Pincard.objects.filter(user=int(uid)).filter(pin_number=int(pin_index)).filter(pin_code=pin_value_md5).exists():
        pass_change_enabled = False
        break
if pass_change_enabled:
    new_password = ''.join((random.choice(string.letters + string.digits) for _ in range(8)))
    usermod(uname, new_password)
    if User.objects.filter(username=uname).exists():
        smbpasswd(uname, new_password)
    if DjangoUser.objects.filter(username=uname).exists():
        duser = DjangoUser.objects.get(username=uname)
        duser.set_password(new_password)
        duser.save()
    password_message = 'Password reset succeeded. New current password is {}'.format(new_password)
    password_status = True
else:
    password_message = 'At least one pin was wrong, password reset failed'
    password_status = False","for (pin_index, pin_value) in pinlist.items():
    pin_value_md5 = md5(pin_value).hexdigest()
    if not Pincard.objects.filter(user=int(uid)).filter(pin_number=int(pin_index)).filter(pin_code=pin_value_md5).exists():
        password_message = 'At least one pin was wrong, password reset failed'
        password_status = False
        break
else:
    new_password = ''.join((random.choice(string.letters + string.digits) for _ in range(8)))
    usermod(uname, new_password)
    if User.objects.filter(username=uname).exists():
        smbpasswd(uname, new_password)
    if DjangoUser.objects.filter(username=uname).exists():
        duser = DjangoUser.objects.get(username=uname)
        duser.set_password(new_password)
        duser.save()
    password_message = 'Password reset succeeded. New current password is {}'.format(new_password)
    password_status = True",1,1,1
for-else,streamparse,https://github.com/Parsely/streamparse/tree/master/streamparse/util.py,,ssh_tunnel$51,61,"need_setup = True
while _port_in_use(local_port):
    if local_port in _active_tunnels:
        active_remote_port = _active_tunnels[local_port]
        if active_remote_port == remote_port:
            need_setup = False
            break
    local_port += 1
if need_setup:
    user = env_config.get('user')
    port = env_config.get('ssh_port')
    if user:
        user_at_host = f'{user}@{host}'
    else:
        user_at_host = host
    ssh_cmd = ['ssh', '-NL', f'{local_port}:localhost:{remote_port}', user_at_host]
    if port:
        ssh_cmd.insert(-1, '-p')
        ssh_cmd.insert(-1, str(port))
    ssh_proc = subprocess.Popen(ssh_cmd, shell=False)
    while not _port_in_use(local_port):
        if ssh_proc.poll() is not None:
            raise OSError(f'''Unable to open ssh tunnel via: ""{' '.join(ssh_cmd)}""''')
        time.sleep(0.2)
    if not quiet:
        print(f'ssh tunnel to Nimbus {host}:{remote_port} established.')
    _active_tunnels[local_port] = remote_port","while _port_in_use(local_port):
    if local_port in _active_tunnels:
        active_remote_port = _active_tunnels[local_port]
        if active_remote_port == remote_port:
            need_setup = False
            break
    local_port += 1
else:
    user = env_config.get('user')
    port = env_config.get('ssh_port')
    if user:
        user_at_host = f'{user}@{host}'
    else:
        user_at_host = host
    ssh_cmd = ['ssh', '-NL', f'{local_port}:localhost:{remote_port}', user_at_host]
    if port:
        ssh_cmd.insert(-1, '-p')
        ssh_cmd.insert(-1, str(port))
    ssh_proc = subprocess.Popen(ssh_cmd, shell=False)
    while not _port_in_use(local_port):
        if ssh_proc.poll() is not None:
            raise OSError(f'''Unable to open ssh tunnel via: ""{' '.join(ssh_cmd)}""''')
        time.sleep(0.2)
    if not quiet:
        print(f'ssh tunnel to Nimbus {host}:{remote_port} established.')
    _active_tunnels[local_port] = remote_port",0,1,1
for-else,nova,https://github.com/openstack/nova/tree/master/nova/tests/functional/api_sample_tests/test_servers.py,ServersActionsJsonTest,test_server_add_floating_ip$805,813,"fixed_address = None
for (network, ips) in addresses.items():
    for ip in ips:
        if ip['OS-EXT-IPS:type'] == 'fixed':
            fixed_address = ip['addr']
            break
    if fixed_address:
        break
if fixed_address is None:
    self.fail('Failed to find a fixed IP for server %s in addresses: %s' % (uuid, addresses))","for (network, ips) in addresses.items():
    for ip in ips:
        if ip['OS-EXT-IPS:type'] == 'fixed':
            fixed_address = ip['addr']
            break
    if fixed_address:
        break
else:
    self.fail('Failed to find a fixed IP for server %s in addresses: %s' % (uuid, addresses))",0,1,1
for-else,PPLM,https://github.com/uber-research/PPLM/tree/master/paper_code/pytorch_pretrained_bert/tokenization.py,WordpieceTokenizer,tokenize$326,354,"is_bad = False
while start < len(chars):
    end = len(chars)
    cur_substr = None
    while start < end:
        substr = ''.join(chars[start:end])
        if start > 0:
            substr = '##' + substr
        if substr in self.vocab:
            cur_substr = substr
            break
        end -= 1
    if cur_substr is None:
        is_bad = True
        break
    sub_tokens.append(cur_substr)
    start = end
if is_bad:
    output_tokens.append(self.unk_token)
else:
    output_tokens.extend(sub_tokens)","while start < len(chars):
    end = len(chars)
    cur_substr = None
    while start < end:
        substr = ''.join(chars[start:end])
        if start > 0:
            substr = '##' + substr
        if substr in self.vocab:
            cur_substr = substr
            break
        end -= 1
    if cur_substr is None:
        output_tokens.append(self.unk_token)
        break
    sub_tokens.append(cur_substr)
    start = end
else:
    output_tokens.extend(sub_tokens)",1,1,1
for-else,qbr,https://github.com/kkoomen/qbr/tree/master/src/video.py,Webcam,find_contours$95,180,"found = False
for (contour, neighbors) in contour_neighbors.items():
    if len(neighbors) == 9:
        found = True
        final_contours = neighbors
        break
if not found:
    return []","for (contour, neighbors) in contour_neighbors.items():
    if len(neighbors) == 9:
        final_contours = neighbors
        break
else:
    return []",1,1,1
for-else,anaconda,https://github.com/DamnWidget/anaconda/tree/master/anaconda_lib/builder/python_builder.py,AnacondaSetPythonBuilder,update_interpreter_build_system$17,39,"done = False
for i in range(len(current_list)):
    build = current_list[i]
    if build['name'] == 'Anaconda Python Builder':
        current_list[i] = self._parse_tpl(cmd)
        done = True
        break
if not done:
    project['build_systems'].append(self._parse_tpl(cmd))","for i in range(len(current_list)):
    build = current_list[i]
    if build['name'] == 'Anaconda Python Builder':
        current_list[i] = self._parse_tpl(cmd)
        break
else:
    project['build_systems'].append(self._parse_tpl(cmd))",1,1,1
for-else,galaxy,https://github.com/ansible/galaxy/tree/master/lib/tool_shed/metadata/repository_metadata_manager.py,RepositoryMetadataManager,compare_repository_dependencies$235,250,"found_in_current = False
for current_tup in current_repository_dependencies:
    (c_tool_shed, c_repo_name, c_repo_owner, c_changeset_revision, c_prior_installation_required, c_only_if_compiling_contained_td) = current_tup
    cleaned_c_tool_shed = common_util.remove_protocol_from_tool_shed_url(c_tool_shed)
    if cleaned_c_tool_shed == cleaned_a_tool_shed and c_repo_name == a_repo_name and (c_repo_owner == a_repo_owner) and (c_changeset_revision == a_changeset_revision) and (util.string_as_bool(c_prior_installation_required) == util.string_as_bool(a_prior_installation_required)) and (util.string_as_bool(c_only_if_compiling_contained_td) == util.string_as_bool(a_only_if_compiling_contained_td)):
        found_in_current = True
        break
if not found_in_current:
    if not self.different_revision_defines_tip_only_repository_dependency(ancestor_tup, current_repository_dependencies):
        return self.NOT_EQUAL_AND_NOT_SUBSET
    return self.SUBSET","for current_tup in current_repository_dependencies:
    (c_tool_shed, c_repo_name, c_repo_owner, c_changeset_revision, c_prior_installation_required, c_only_if_compiling_contained_td) = current_tup
    cleaned_c_tool_shed = common_util.remove_protocol_from_tool_shed_url(c_tool_shed)
    if cleaned_c_tool_shed == cleaned_a_tool_shed and c_repo_name == a_repo_name and (c_repo_owner == a_repo_owner) and (c_changeset_revision == a_changeset_revision) and (util.string_as_bool(c_prior_installation_required) == util.string_as_bool(a_prior_installation_required)) and (util.string_as_bool(c_only_if_compiling_contained_td) == util.string_as_bool(a_only_if_compiling_contained_td)):
        break
else:
    if not self.different_revision_defines_tip_only_repository_dependency(ancestor_tup, current_repository_dependencies):
        return self.NOT_EQUAL_AND_NOT_SUBSET
    return self.SUBSET",1,1,1
for-else,Kiwi,https://github.com/kiwitcms/Kiwi/tree/master/kiwi_lint/missing_permissions.py,MissingAPIPermissionsChecker,visit_functiondef$111,116,"found_permissions_required = False
for decorator in node.decorators.nodes:
    if isinstance(decorator, astroid.Call) and isinstance(decorator.func, astroid.Name) and (decorator.func.name == 'permissions_required'):
        found_permissions_required = True
        break
    if isinstance(decorator, astroid.Name) and decorator.name == 'http_basic_auth_login_required':
        found_permissions_required = True
        break
if not found_permissions_required:
    self.add_message('missing-api-permissions-required', node=node)","for decorator in node.decorators.nodes:
    if isinstance(decorator, astroid.Call) and isinstance(decorator.func, astroid.Name) and (decorator.func.name == 'permissions_required'):
        break
    if isinstance(decorator, astroid.Name) and decorator.name == 'http_basic_auth_login_required':
        break
else:
    self.add_message('missing-api-permissions-required', node=node)",1,1,1
for-else,SickChill,https://github.com/SickChill/SickChill/tree/master/sickchill/oldbeard/show_queue.py,QueueItemRename,run$591,614,"have_already = False
for cur_related_ep in cur_ep_obj.relatedEps + [cur_ep_obj]:
    if cur_related_ep in ep_obj_rename_list:
        have_already = True
        break
if not have_already:
    ep_obj_rename_list.append(cur_ep_obj)","for cur_related_ep in cur_ep_obj.relatedEps + [cur_ep_obj]:
    if cur_related_ep in ep_obj_rename_list:
        break
else:
    ep_obj_rename_list.append(cur_ep_obj)",1,1,1
for-else,picacg-qt,https://github.com/tonquer/picacg-qt/tree/master/src/view/search/search_view.py,SearchView,CheckCategoryShowItem$153,166,"isHidden = False
for name in data:
    if name in text2:
        item.setHidden(True)
        isHidden = True
        break
if not isHidden:
    item.setHidden(False)","for name in data:
    if name in text2:
        item.setHidden(True)
        break
else:
    item.setHidden(False)",1,1,1
for-else,PreSumm,https://github.com/nlpyang/PreSumm/tree/master/src/others/tokenization.py,WordpieceTokenizer,tokenize$293,321,"is_bad = False
while start < len(chars):
    end = len(chars)
    cur_substr = None
    while start < end:
        substr = ''.join(chars[start:end])
        if start > 0:
            substr = '##' + substr
        if substr in self.vocab:
            cur_substr = substr
            break
        end -= 1
    if cur_substr is None:
        is_bad = True
        break
    sub_tokens.append(cur_substr)
    start = end
if is_bad:
    output_tokens.append(self.unk_token)
else:
    output_tokens.extend(sub_tokens)","while start < len(chars):
    end = len(chars)
    cur_substr = None
    while start < end:
        substr = ''.join(chars[start:end])
        if start > 0:
            substr = '##' + substr
        if substr in self.vocab:
            cur_substr = substr
            break
        end -= 1
    if cur_substr is None:
        output_tokens.append(self.unk_token)
        break
    sub_tokens.append(cur_substr)
    start = end
else:
    output_tokens.extend(sub_tokens)",1,1,1
for-else,timesketch,https://github.com/google/timesketch/tree/master/timesketch/api/v1/resources/timeline.py,TimelineResource,delete$315,380,"close_index = True
for timeline_ in timelines:
    if timeline_.sketch is None:
        continue
    if timeline_.sketch.id != sketch.id:
        close_index = False
        break
    if timeline_.id != timeline_id:
        if timeline_.get_status.status != 'archived':
            close_index = False
            break
if close_index:
    try:
        self.datastore.client.indices.close(index=searchindex.index_name)
    except elasticsearch.NotFoundError:
        logger.error('Unable to close index: {0:s} - index not found'.format(searchindex.index_name))
    searchindex.set_status(status='archived')
    timeline.set_status(status='archived')","for timeline_ in timelines:
    if timeline_.sketch is None:
        continue
    if timeline_.sketch.id != sketch.id:
        break
    if timeline_.id != timeline_id:
        if timeline_.get_status.status != 'archived':
            break
else:
    try:
        self.datastore.client.indices.close(index=searchindex.index_name)
    except elasticsearch.NotFoundError:
        logger.error('Unable to close index: {0:s} - index not found'.format(searchindex.index_name))
    searchindex.set_status(status='archived')
    timeline.set_status(status='archived')",1,1,1
for-else,scanpy,https://github.com/theislab/scanpy/tree/master/scanpy/tools/_sim.py,,sample_coupling_matrix$977,1007,"check = False
for trial in range(max_trial):
    Coupl = np.zeros((dim, dim))
    n_edges = 0
    for gp in range(dim):
        for g in range(dim):
            if gp == g:
                continue
            if np.random.rand() < 0.5 * connectivity:
                Coupl[gp, g] = 0.7
                n_edges += 1
    Adj_signed = np.zeros((dim, dim), dtype='int_')
    Adj_signed = np.sign(Coupl)
    Adj = np.abs(Adj_signed)
    if check_nocycles(Adj) and n_edges > 0:
        check = True
        break
if not check:
    raise ValueError(f'did not find graph without cycles after{max_trial} trials')","for trial in range(max_trial):
    Coupl = np.zeros((dim, dim))
    n_edges = 0
    for gp in range(dim):
        for g in range(dim):
            if gp == g:
                continue
            if np.random.rand() < 0.5 * connectivity:
                Coupl[gp, g] = 0.7
                n_edges += 1
    Adj_signed = np.zeros((dim, dim), dtype='int_')
    Adj_signed = np.sign(Coupl)
    Adj = np.abs(Adj_signed)
    if check_nocycles(Adj) and n_edges > 0:
        break
else:
    raise ValueError(f'did not find graph without cycles after{max_trial} trials')",1,1,1
for-else,Shadowrocket-ADBlock-Rules,https://github.com/h2y/Shadowrocket-ADBlock-Rules/tree/master/factory/chnroutes.py,,fetchHTML$16,22,"success = False
while try_times < 5 and (not success):
    r = requests.get(url)
    if r.status_code != 200:
        time.sleep(1)
        try_times = try_times + 1
    else:
        success = True
        break
if not success:
    sys.exit('error in request %s\n\treturn code: %d' % (url, r.status_code))","while try_times < 5 and (not success):
    r = requests.get(url)
    if r.status_code != 200:
        time.sleep(1)
        try_times = try_times + 1
    else:
        success = True
        break
else:
    sys.exit('error in request %s\n\treturn code: %d' % (url, r.status_code))",0,1,1
for-else,platformio-core,https://github.com/platformio/platformio-core/tree/master/platformio/builder/tools/piolib.py,ProjectAsLibBuilder,install_dependencies$912,926,"found = False
for storage_dir in self.env.GetLibSourceDirs():
    lm = LibraryPackageManager(storage_dir)
    if lm.get_package(spec):
        found = True
        break
if not found:
    not_found_specs.append(spec)","for storage_dir in self.env.GetLibSourceDirs():
    lm = LibraryPackageManager(storage_dir)
    if lm.get_package(spec):
        break
else:
    not_found_specs.append(spec)",1,1,1
for-else,BlenderProc,https://github.com/DLR-RM/BlenderProc/tree/master/blenderproc/python/modules/object/CalibrationboardSampler.py,CalibrationboardSampler,run$59,100,"valid = True
for corner in corners:
    point = obj.matrix_world @ corner
    point2d_blender = bpy_extras.object_utils.world_to_camera_view(bpy.context.scene, bpy.context.scene.camera, point)
    if not (0 < point2d_blender[0] < 1 and 0 < point2d_blender[1] < 1):
        valid = False
        break
if valid:
    next_step_x = big_step * abs(z)
    next_step_y = big_step * abs(z)
    obj.keyframe_insert(data_path='location', frame=frame)
    obj.keyframe_insert(data_path='rotation_euler', frame=frame)
    frame += 1","for corner in corners:
    point = obj.matrix_world @ corner
    point2d_blender = bpy_extras.object_utils.world_to_camera_view(bpy.context.scene, bpy.context.scene.camera, point)
    if not (0 < point2d_blender[0] < 1 and 0 < point2d_blender[1] < 1):
        break
else:
    next_step_x = big_step * abs(z)
    next_step_y = big_step * abs(z)
    obj.keyframe_insert(data_path='location', frame=frame)
    obj.keyframe_insert(data_path='rotation_euler', frame=frame)
    frame += 1",1,1,1
for-else,PaddleX,https://github.com/PaddlePaddle/PaddleX/tree/master/static/paddlex_restful/restful/utils.py,PruneLogReader,update$647,654,"metric_loaded = True
for (k, v) in self.__dict__.items():
    if v is None:
        metric_loaded = False
        break
if metric_loaded:
    break","for (k, v) in self.__dict__.items():
    if v is None:
        break
else:
    break",1,1,1
for-else,prjxray,https://github.com/SymbiFlow/prjxray/tree/master/prjxray/fasm_disassembler.py,FasmDisassembler,find_features_in_bitstream$97,119,"any_column = False
for word_idx in range(bits_info.bits.words):
    if word_idx + bits_info.bits.offset in bitdata[frame][0]:
        any_column = True
        break
if not any_column:
    continue","for word_idx in range(bits_info.bits.words):
    if word_idx + bits_info.bits.offset in bitdata[frame][0]:
        break
else:
    continue",1,1,1
for-else,py-futu-api,https://github.com/FutunnOpen/py-futu-api/tree/master/futu/quote/open_quote_context.py,SubRecord,_merge_sub_list$77,88,"all_code_set_same = True
for idx in range(1, len(orig_sub_list)):
    (_, cur_code_set) = orig_sub_list[idx]
    if first_code_set != cur_code_set:
        all_code_set_same = False
        break
if all_code_set_same:
    code_list = list(first_code_set)
    subtype_list = [item[0][0] for item in orig_sub_list]
    is_orderbook_detail = orig_sub_list[0][0][1]
    extended_time = orig_sub_list[0][0][2]
    return [(code_list, subtype_list, is_orderbook_detail, extended_time)]
else:
    return self._conv_sub_list(orig_sub_list)","for idx in range(1, len(orig_sub_list)):
    (_, cur_code_set) = orig_sub_list[idx]
    if first_code_set != cur_code_set:
        return self._conv_sub_list(orig_sub_list)
        break
else:
    code_list = list(first_code_set)
    subtype_list = [item[0][0] for item in orig_sub_list]
    is_orderbook_detail = orig_sub_list[0][0][1]
    extended_time = orig_sub_list[0][0][2]
    return [(code_list, subtype_list, is_orderbook_detail, extended_time)]",1,1,1
for-else,shadowsocks-rm,https://github.com/mengskysama/shadowsocks-rm/tree/master/shadowsocks/server.py,,main$31,104,"is_child = False
for i in range(0, int(config['workers'])):
    r = os.fork()
    if r == 0:
        logging.info('worker started')
        is_child = True
        run_server()
        break
    else:
        children.append(r)
if not is_child:

    def handler(signum, _):
        for pid in children:
            try:
                os.kill(pid, signum)
                os.waitpid(pid, 0)
            except OSError:
                pass
        sys.exit()
    signal.signal(signal.SIGTERM, handler)
    signal.signal(signal.SIGQUIT, handler)
    signal.signal(signal.SIGINT, handler)
    for a_tcp_server in tcp_servers:
        a_tcp_server.close()
    for a_udp_server in udp_servers:
        a_udp_server.close()
    dns_resolver.close()
    for child in children:
        os.waitpid(child, 0)","for i in range(0, int(config['workers'])):
    r = os.fork()
    if r == 0:
        logging.info('worker started')
        run_server()
        break
    else:
        children.append(r)
else:

    def handler(signum, _):
        for pid in children:
            try:
                os.kill(pid, signum)
                os.waitpid(pid, 0)
            except OSError:
                pass
        sys.exit()
    signal.signal(signal.SIGTERM, handler)
    signal.signal(signal.SIGQUIT, handler)
    signal.signal(signal.SIGINT, handler)
    for a_tcp_server in tcp_servers:
        a_tcp_server.close()
    for a_udp_server in udp_servers:
        a_udp_server.close()
    dns_resolver.close()
    for child in children:
        os.waitpid(child, 0)",1,1,1
for-else,wechat_sender,https://github.com/bluedazzle/wechat_sender/tree/master/wechat_sender/utils.py,,write_config$31,38,"new = True
for (i, conf) in enumerate(conf_list):
    if conf.startswith(name):
        conf_list[i] = '{0}={1}'.format(name, value)
        new = False
        break
if new:
    conf_list.append('{0}={1}'.format(name, value))","for (i, conf) in enumerate(conf_list):
    if conf.startswith(name):
        conf_list[i] = '{0}={1}'.format(name, value)
        break
else:
    conf_list.append('{0}={1}'.format(name, value))",1,1,1
for-else,monkey,https://github.com/guardicore/monkey/tree/master/monkey/infection_monkey/exploit/win_ms08_067.py,Ms08_067_Exploiter,_exploit_host$219,232,"exploited = False
for _ in range(self._config.ms08_067_exploit_attempts):
    exploit = SRVSVC_Exploit(target_addr=self.host.ip_addr, os_version=os_version)
    try:
        sock = exploit.start()
        sock.send('cmd /c (net user {} {} /add) && (net localgroup administrators {} /add)\r\n'.format(self._config.user_to_add, random_password, self._config.user_to_add).encode())
        time.sleep(2)
        sock.recv(1000)
        logger.debug('Exploited into %r using MS08-067', self.host)
        exploited = True
        break
    except Exception as exc:
        logger.debug('Error exploiting victim %r: (%s)', self.host, exc)
        continue
if not exploited:
    logger.debug('Exploiter MS08-067 is giving up...')
    return False","for _ in range(self._config.ms08_067_exploit_attempts):
    exploit = SRVSVC_Exploit(target_addr=self.host.ip_addr, os_version=os_version)
    try:
        sock = exploit.start()
        sock.send('cmd /c (net user {} {} /add) && (net localgroup administrators {} /add)\r\n'.format(self._config.user_to_add, random_password, self._config.user_to_add).encode())
        time.sleep(2)
        sock.recv(1000)
        logger.debug('Exploited into %r using MS08-067', self.host)
        break
    except Exception as exc:
        logger.debug('Error exploiting victim %r: (%s)', self.host, exc)
        continue
else:
    logger.debug('Exploiter MS08-067 is giving up...')
    return False",1,1,1
for-else,electra,https://github.com/google-research/electra/tree/master/model/tokenization.py,WordpieceTokenizer,tokenize$269,299,"is_bad = False
while start < len(chars):
    end = len(chars)
    cur_substr = None
    while start < end:
        substr = ''.join(chars[start:end])
        if start > 0:
            substr = '##' + substr
        if substr in self.vocab:
            cur_substr = substr
            break
        end -= 1
    if cur_substr is None:
        is_bad = True
        break
    sub_tokens.append(cur_substr)
    start = end
if is_bad:
    output_tokens.append(self.unk_token)
else:
    output_tokens.extend(sub_tokens)","while start < len(chars):
    end = len(chars)
    cur_substr = None
    while start < end:
        substr = ''.join(chars[start:end])
        if start > 0:
            substr = '##' + substr
        if substr in self.vocab:
            cur_substr = substr
            break
        end -= 1
    if cur_substr is None:
        output_tokens.append(self.unk_token)
        break
    sub_tokens.append(cur_substr)
    start = end
else:
    output_tokens.extend(sub_tokens)",1,1,1
for-else,mdetr,https://github.com/ashkamath/mdetr/tree/master/datasets/phrasecut_utils/subset.py,PhraseCutSubsets,get_subset$124,234,"is_stuff = False
for name in stuff_names:
    if name in phrase_structure['name']:
        is_stuff = True
        break
if is_stuff:
    cond['t_stuff'] = True
else:
    cond['t_obj'] = True","for name in stuff_names:
    if name in phrase_structure['name']:
        cond['t_stuff'] = True
        break
else:
    cond['t_obj'] = True",1,1,1
for-else,texar-pytorch,https://github.com/asyml/texar-pytorch/tree/master/texar/torch/data/tokenizers/bert_tokenizer_utils.py,WordpieceTokenizer,tokenize_with_span$226,256,"is_bad = False
while start < len(chars):
    end = len(chars)
    cur_substr = None
    while start < end:
        substr = ''.join(chars[start:end])
        if start > 0:
            substr = '##' + substr
        if substr in self.vocab:
            cur_substr = substr
            break
        end -= 1
    if cur_substr is None:
        is_bad = True
        break
    sub_tokens_and_span.append((cur_substr, token_start + start, token_start + end))
    start = end
if is_bad:
    output_tokens_and_span.append((self.unk_token, token_start, token_start + len(chars)))
else:
    output_tokens_and_span.extend(sub_tokens_and_span)","while start < len(chars):
    end = len(chars)
    cur_substr = None
    while start < end:
        substr = ''.join(chars[start:end])
        if start > 0:
            substr = '##' + substr
        if substr in self.vocab:
            cur_substr = substr
            break
        end -= 1
    if cur_substr is None:
        output_tokens_and_span.append((self.unk_token, token_start, token_start + len(chars)))
        break
    sub_tokens_and_span.append((cur_substr, token_start + start, token_start + end))
    start = end
else:
    output_tokens_and_span.extend(sub_tokens_and_span)",1,1,1
